date,shift,volume,median_wait,p90,complaints,weekend,monday
2026-08-01,Manhã,65,4.6139609831357555,7.0578359417999605,1,True,False
2026-08-01,Tarde,49,4.8827091314185145,9.263465442209693,2,True,False
2026-08-01,Noite,22,4.816607915057941,12.47185066637823,1,True,False
2026-08-01,Madrugada,14,6.110533914452001,9.289853247939831,1,True,False
2026-08-02,Manhã,50,2.819942431616733,5.468782110276232,0,True,False
2026-08-02,Tarde,42,5.36334097604165,9.623188689436596,0,True,False
2026-08-02,Noite,29,4.728276194166295,9.765829309710462,1,True,False
2026-08-02,Madrugada,11,6.031801383607202,8.047644789450239,0,True,False
2026-08-03,Manhã,81,4.545300922482642,7.508079125826245,2,False,True
2026-08-03,Tarde,64,5.773699259589115,11.366461285535047,3,False,True
2026-08-03,Noite,48,5.959412321461768,12.993267599189586,1,False,True
2026-08-03,Madrugada,26,6.875618544106498,12.47507844740356,1,False,True
2026-08-04,Manhã,75,4.5596127537642195,7.806543355016909,1,False,False
2026-08-04,Tarde,64,5.3421595319172495,10.572779825262975,1,False,False
2026-08-04,Noite,47,5.667349729202227,9.080418103540227,0,False,False
2026-08-04,Madrugada,7,5.637638613972805,8.243654781356708,1,False,False
2026-08-05,Manhã,78,3.6042996370263864,6.565550475826028,0,False,False
2026-08-05,Tarde,65,6.169870896301861,10.878055562922386,1,False,False
2026-08-05,Noite,26,3.941750449557552,9.474742954530011,1,False,False
2026-08-05,Madrugada,7,6.514796889140434,8.810055244421749,0,False,False
2026-08-06,Manhã,68,3.6396494605013467,6.977111699476766,2,False,False
2026-08-06,Tarde,45,5.6206570395608155,10.314573787417666,2,False,False
2026-08-06,Noite,33,3.9537234535943573,8.527975861687818,2,False,False
2026-08-06,Madrugada,17,6.245790172377285,14.05829672427117,1,False,False
2026-08-07,Manhã,76,4.613395885575237,8.279392017341465,2,False,False
2026-08-07,Tarde,63,4.666051059553853,8.778412328044713,4,False,False
2026-08-07,Noite,42,5.3833516028575605,8.932408231062915,1,False,False
2026-08-07,Madrugada,21,6.692731259426321,11.4931353577594,1,False,False
2026-08-08,Manhã,58,4.655887207590117,7.995542583471856,3,True,False
2026-08-08,Tarde,45,5.379544566980168,10.473381375131083,1,True,False
2026-08-08,Noite,22,4.57492157387852,11.45754356644058,0,True,False
2026-08-08,Madrugada,16,5.817849985567198,11.730246980464758,0,True,False
2026-08-09,Manhã,55,3.967324023400881,6.008795470821636,0,True,False
2026-08-09,Tarde,34,5.711055425079231,9.248138022138262,0,True,False
2026-08-09,Noite,24,5.3085596566938476,7.542605097611133,0,True,False
2026-08-09,Madrugada,13,7.468014222346096,15.623089461269743,0,True,False
2026-08-10,Manhã,96,5.386143845343078,10.17956851084454,1,False,True
2026-08-10,Tarde,64,6.392587177394079,10.83972501313414,1,False,True
2026-08-10,Noite,43,8.493077691926604,18.094390082176222,1,False,True
2026-08-10,Madrugada,12,6.21114899879294,11.441253574151505,0,False,True
2026-08-11,Manhã,88,3.8527360747540262,6.546210769977873,1,False,False
2026-08-11,Tarde,47,5.118735457579539,15.725589237387613,1,False,False
2026-08-11,Noite,43,4.966163446391788,8.720355128843867,1,False,False
2026-08-11,Madrugada,13,7.087788967771262,11.1630793940331,2,False,False
2026-08-12,Manhã,75,4.389394102375142,7.732354001434671,0,False,False
2026-08-12,Tarde,60,5.713740133191178,13.775829954872766,2,False,False
2026-08-12,Noite,34,4.410260343716934,10.855590506808644,2,False,False
2026-08-12,Madrugada,13,7.212597736018656,11.967926516503509,0,False,False
2026-08-13,Manhã,68,4.700534115720946,8.416966525117425,0,False,False
2026-08-13,Tarde,53,5.639857831806158,9.43665120075821,2,False,False
2026-08-13,Noite,39,5.403146645522009,12.68343854500318,0,False,False
2026-08-13,Madrugada,16,7.080967798185128,11.779055374302363,4,False,False
2026-08-14,Manhã,60,4.045562889748391,6.327965447998699,1,False,False
2026-08-14,Tarde,53,4.271533369499755,7.091644641852882,0,False,False
2026-08-14,Noite,29,4.256011435267929,8.316839171928896,1,False,False
2026-08-14,Madrugada,10,7.2937472870145275,19.892256750048094,0,False,False
2026-08-15,Manhã,48,3.578010976024344,6.489589549248136,1,True,False
2026-08-15,Tarde,49,5.7274962558525955,10.659983653252391,1,True,False
2026-08-15,Noite,38,5.63180038856882,10.291228757621752,0,True,False
2026-08-15,Madrugada,7,7.071224585912581,24.870947273151423,0,True,False
2026-08-16,Manhã,60,4.5669454625208346,7.401393399580644,1,True,False
2026-08-16,Tarde,41,5.102528778659917,9.360485078785356,0,True,False
2026-08-16,Noite,22,4.18022329960395,7.786782019741958,2,True,False
2026-08-16,Madrugada,13,5.43090975462002,16.348171984414154,1,True,False
2026-08-17,Manhã,92,6.0407115488894,10.123089842088303,1,False,True
2026-08-17,Tarde,65,5.716571467598566,9.728030463053413,3,False,True
2026-08-17,Noite,43,6.115882668628004,11.243027729697406,0,False,True
2026-08-17,Madrugada,11,6.506383496373959,8.68534043891844,1,False,True
2026-08-18,Manhã,73,3.709889678909448,6.335247523461061,2,False,False
2026-08-18,Tarde,53,5.348913330363168,9.466580587988274,1,False,False
2026-08-18,Noite,39,4.896316560317988,9.316974135710572,0,False,False
2026-08-18,Madrugada,16,8.046781367392814,16.202179026166995,1,False,False
2026-08-19,Manhã,87,3.605773025100541,5.765307635600516,1,False,False
2026-08-19,Tarde,55,5.4935293200913025,11.548418709135994,0,False,False
2026-08-19,Noite,36,4.3484563946013495,10.030619557767139,4,False,False
2026-08-19,Madrugada,12,5.873396023750789,13.652312768214191,1,False,False
2026-08-20,Manhã,76,3.8682851080008964,6.967110077575393,4,False,False
2026-08-20,Tarde,42,5.21926844422671,8.359855600751484,2,False,False
2026-08-20,Noite,30,4.060060871854462,8.114586300077208,0,False,False
2026-08-20,Madrugada,7,6.05712863254914,13.917070983443972,0,False,False
2026-08-21,Manhã,73,3.6671349281480987,6.065157729162835,3,False,False
2026-08-21,Tarde,51,4.616283666410924,9.05279419062187,2,False,False
2026-08-21,Noite,36,4.109978092300811,8.356068669671362,1,False,False
2026-08-21,Madrugada,20,7.107914024680918,12.15426969601977,4,False,False
2026-08-22,Manhã,58,3.117846679080491,5.601827649945318,1,True,False
2026-08-22,Tarde,48,4.832094096515455,8.800426901843394,0,True,False
2026-08-22,Noite,17,3.8274676047053484,10.075723557196273,0,True,False
2026-08-22,Madrugada,10,5.55503450488291,15.191741795668989,0,True,False
2026-08-23,Manhã,60,3.2490035504002064,5.707420185142082,1,True,False
2026-08-23,Tarde,42,5.222110671476813,7.319107406607942,1,True,False
2026-08-23,Noite,29,4.169415353348105,11.93645533405265,2,True,False
2026-08-23,Madrugada,17,7.4075375344339935,16.34286546247249,3,True,False
2026-08-24,Manhã,89,4.221151848803509,8.391069012860019,2,False,True
2026-08-24,Tarde,70,6.285672181549167,11.118833136194889,3,False,True
2026-08-24,Noite,28,6.122546966691501,10.423658804925665,1,False,True
2026-08-24,Madrugada,12,7.71103269354521,15.433798328021629,1,False,True
2026-08-25,Manhã,80,4.363433646344787,7.646509782300918,3,False,False
2026-08-25,Tarde,59,4.443626061157508,7.5446570227979795,0,False,False
2026-08-25,Noite,37,4.431294508156418,7.87865591357372,2,False,False
2026-08-25,Madrugada,7,6.613180079697779,26.936743119813915,0,False,False
2026-08-26,Manhã,74,3.4250742012017876,4.948202844491747,0,False,False
2026-08-26,Tarde,51,4.525464124557354,9.283079160953246,0,False,False
2026-08-26,Noite,36,3.947164645644906,6.983582881318656,0,False,False
2026-08-26,Madrugada,7,4.96384858467281,8.259386839298136,1,False,False
2026-08-27,Manhã,78,4.350841723045416,7.127887565974265,2,False,False
2026-08-27,Tarde,38,5.303494203945516,9.901744663104832,3,False,False
2026-08-27,Noite,24,5.7200676870017695,8.425735406530636,0,False,False
2026-08-27,Madrugada,18,6.718304262386624,11.540664998286099,3,False,False
2026-08-28,Manhã,71,4.605575795527668,8.56868837591887,2,False,False
2026-08-28,Tarde,73,5.354756969407451,9.542516677365944,2,False,False
2026-08-28,Noite,33,4.128245242471905,10.506114335526918,0,False,False
2026-08-28,Madrugada,24,6.750868138376455,12.802692878267424,2,False,False
2026-08-29,Manhã,50,2.8763082508885933,5.306548030201514,2,True,False
2026-08-29,Tarde,49,5.525682981774972,10.192415130852929,2,True,False
2026-08-29,Noite,24,4.838821232776095,7.975795028660713,0,True,False
2026-08-29,Madrugada,9,7.709647601221126,18.04933527730011,0,True,False
2026-08-30,Manhã,55,3.677449828282072,6.663355762210227,1,True,False
2026-08-30,Tarde,38,4.494768624292309,7.203702315404127,2,True,False
2026-08-30,Noite,33,5.490601015773251,9.656253291136954,4,True,False
2026-08-30,Madrugada,15,5.109381925777499,10.736123666542777,1,True,False
2026-08-31,Manhã,108,5.443922402558612,8.6033800133906,2,False,True
2026-08-31,Tarde,67,7.129205607264026,11.859590338764342,3,False,True
2026-08-31,Noite,56,5.546439966476021,10.690562064984197,4,False,True
2026-08-31,Madrugada,23,7.470124839236821,16.63550345332796,3,False,True
